gene	min0	min5	min10	min30	min60	min120	min180	min240	autocor.adj	DESeq.adj
YDR499W	117.3048203	154.4491727	151.2501082	201.0887438	221.8691136	156.1509465	220	163.098679	NA	NA
YDR500C	6692.996802	6487.452512	6485.809726	5433.661603	4036.338101	5657.468907	7271	5672.285438	NA	NA
YDR501W	94.1276582	83.39080807	88.18650378	106.0286104	113.3842158	87.83490739	68	77.79602261	NA	NA
YDR502C	1659.295603	2222.188857	1452.001039	1057.848665	2052.814227	1727.419845	1649	2696.928784	0.571954122	0.439677511
YDR503C	204.8104322	226.0947965	274.813756	369.2720569	329.6541088	240.9829511	272	304.3598779	NA	NA
YDR504C	401.5798081	467.4583325	441.9579434	728.7943565	650.9093868	865.586737	802	553.4436345	0.107556777	0.002031244
YDR505C	193.4583528	261.9176084	352.2333029	408.8804458	307.2572267	181.6756204	136	176.747104	0.056317269	0.091079901
YDR506C	102.6417177	83.97806728	148.6865471	144.4182797	123.1828517	124.6204669	90	146.0381477	NA	NA
YDR507C	857.0819933	537.3421787	551.6783608	521.0026545	770.5927257	461.6963081	309	408.7703293	0.184725984	0.077021428
YDR508C	3153.986055	3832.453616	3875.591756	3943.776819	3106.867492	2420.33967	1733	2247.895601	0.033484073	7.04E-06
YDR509W	31.69122161	25.83940532	38.96612958	26.81183251	41.29425142	21.77104542	20	31.39137754	0.669929521	0.559438944
YDR510C-A	20	20	20	20	20	20	20	20	NA	NA
YDR510W	1681.053755	1412.358404	1586.844356	1963.966732	1697.963626	1779.970645	2608	1832.301059	NA	NA
YDR511W	163.6591444	219.6349452	300.9620798	325.3981491	243.5660931	126.1219183	116	97.58623888	0.038121857	0.005390014
YDR512C	66.69346636	82.80354886	69.72886345	150.511878	63.69113355	54.80297641	21	38.21559005	0.100756229	0.061234329
YDR513W	250.691753	418.715818	451.6994758	716.6071599	388.4459244	198.9423116	146	147.4029902	0.045607097	0.004669316
YDR514C	326.3722822	232.5546479	214.8264249	188.2921874	237.9668726	289.0293961	312	283.2048191	NA	NA
YDR515W	294.2080573	274.8373111	239.436612	299.1956764	359.7499192	365.603418	299	380.791058	NA	NA
YDR516C	211.4324785	1016.545696	1215.6407	2459.376273	1269.623256	1047.262357	1138	1235.864885	0.053103606	0.900462719
YDR517W	348.1304343	483.9015905	430.6782743	740.9815531	578.1195199	687.6647451	682	771.8184348	0.125987286	0.078503711
YDR518W	220.4195413	239.0144992	288.6569862	723.9194778	790.8899001	962.4303528	1358	1536.812657	0.00747705	3.55E-11
YDR519W	483.4093803	574.9267683	683.4454043	959.741732	953.9671981	974.4419641	882	949.9303813	0.031378102	0.035320867
YDR520C	166.9701676	159.7345056	182.0128421	226.0724969	195.9727186	173.4176377	204	221.1044853	NA	NA
YDR521W	20	20	20	20	20	20	20	20	NA	NA
YDR522C	20.81214553	20.55407241	38.96612958	43.26454792	58.79181558	27.77685106	35	30.70895629	0.199553513	0.77082534
YDR523C	20	20	20	20	20.99707699	20	20	20	NA	NA
YDR524C	141.9009923	106.8811765	129.7161945	121.2626061	126.6823645	126.1219183	78	129.6600377	NA	NA
YDR524C-A	20	20	20	20	20	20	20	20	NA	NA
YDR524C-B	11421.61087	14611.00919	13576.61988	13567.39661	12815.91589	13068.63306	7979	6588.777178	0.058819983	5.28E-05
YDR524W-C	3739.564149	4515.436079	4507.765937	4518.403138	5314.360187	4897.734494	3133	2021.331745	0.060884354	1.01E-07
YDR525W	20	20	20	20	20	20	20	20	NA	NA
YDR525W-A	59.12541344	105.7066581	120.4873743	180.3705096	125.2825594	176.4205405	85	111.9170852	0.380928532	0.63921846
YDR526C	34.05623814	20	22.55933818	20	25.89639496	24.02322254	20	30.70895629	NA	NA
YDR527W	659.3666107	566.7051393	391.7121447	396.6932492	451.4371554	398.6353489	292	287.9817679	0.022549763	0.034361277
YDR528W	131.4949195	123.9116937	118.4365254	128.5749241	191.7733032	180.9248947	136	193.8076353	NA	NA
YDR529C	580.8480617	762.2624568	873.6616421	706.2480428	435.3393963	251.4931109	161	154.2272027	0.012246859	9.74E-17
YDR530C	212.8514884	275.4245703	286.6061373	382.0686133	451.4371554	446.681794	533	724.7313685	0.00747705	1.78E-07
YDR531W	508.4785556	443.3807049	462.4664326	556.3455246	668.406951	716.1923218	819	870.7695162	NA	NA
YDR532C	122.0348533	167.3688753	153.3009572	176.1049908	171.4761288	194.4379574	92	190.395529	0.938675509	0.989864411
YDR533C	159.4021146	149.751099	176.3730076	246.1813713	246.3657034	232.7249683	336	299.5829292	0.025211268	0.012420611
YDR534C	60.07142006	62.24947644	63.06360445	34.12415047	49.69308222	48.79717077	63	41.62769631	NA	NA
YDR535C	20	20	20	20	20	20	20	20	NA	NA
YDR536W	53.92237706	61.07495802	58.44919437	95.66949328	95.8866516	65.31313627	58	113.2819277	0.397902122	0.689176058
YDR537C	20	20	20	20	20	20	20	20	NA	NA
YDR538W	33.11023153	38.17184876	41.0169785	30.46799149	32.19551806	20	33	20.47263753	0.390971219	0.472491951
YDR539W	251.6377596	273.6627927	237.8984753	311.9922329	303.0578113	240.2322254	257	343.9403105	NA	NA
YDR540C	29.79920837	45.80621852	53.83478428	88.96653515	60.19162071	51.80007359	45	83.93781387	0.253773408	0.821215706
YDR541C	80.41056228	69.8838462	82.54666923	137.7153215	112.6843132	104.3508729	48	122.1534039	0.598481427	0.991921334
YDR542W	0	1.761777635	2.563561156	0	0	3.002902817	0	0	NA	NA
YDR543C	20	20	20	20	20	20	20	20	NA	NA
YDR544C	20	20	20	20	20	20	20	20	NA	NA
YDR545C-A	0	0	0	0	0	0	0	0	NA	NA
YDR545W	0	0	0	0	0	0	0	0	NA	NA
YEL001C	881.6781653	893.8085203	856.7421385	1025.552594	845.4823003	874.5954454	911	947.2006963	NA	NA
YEL002C	2810.11265	3096.617824	3091.654755	2958.441974	2667.328681	3141.787072	3709	3575.204934	NA	NA
YEL003W	908.6393538	1096.412948	1671.954586	1509.384298	1535.586231	1803.993867	1437	1509.515807	NA	NA
YEL004W	136.2249526	173.2414675	208.6738781	311.9922329	223.2689187	159.1538493	160	234.7529103	0.197570085	0.964423542
YEL005C	103.114721	108.055695	98.95346064	114.559648	130.1818774	98.34506725	104	122.8358252	NA	NA
YEL006W	1150.817047	1278.463304	1201.284758	1417.980324	1004.360183	1141.853796	981	1083.684946	NA	NA
YEL007W	684.9087893	878.5397808	908.0133616	1006.662439	979.1636905	798.7721493	590	755.4403248	NA	NA
YEL008C-A	0	0	0	0	0	0	0	0	NA	NA
YEL008W	20	20	20	20	20	20	20	20	NA	NA
YEL009C	5564.883913	4858.395459	4480.079477	3869.434919	5315.759992	4649.244286	4546	4222.14028	NA	NA
YEL009C-A	20	20	20	20	20	20	20	20	NA	NA
YEL010W	20	20	20	20	20	20	20	20	NA	NA
YEL011W	126.7648864	396.3999679	407.6062239	681.2642897	373.0480679	337.0758412	247	282.5223979	0.264057469	0.756585545
YEL012W	141.427989	281.2971624	378.3816267	528.3149725	352.0509909	360.348338	294	337.7985192	0.059933036	0.870186556
YEL013W	597.8761807	774.0076411	912.6277717	1012.146677	912.6729467	808.5315835	545	756.122746	NA	NA
YEL014C	64.32844983	38.75910798	38.45341735	60.93598298	45.49366682	48.04644507	95	57.32338508	0.449056046	0.772001375
YEL015W	462.1242315	452.7768523	411.7079217	410.7085253	413.6424168	346.0845496	258	484.5190882	NA	NA
YEL016C	322.1152524	318.2944928	380.4324756	356.4755004	345.7518678	387.3744634	307	444.9386556	NA	NA
YEL017C-A	305.0871334	446.3170009	456.3138858	417.4114834	506.7294581	603.5834662	396	494.0729857	NA	NA
YEL017W	425.2299735	556.7217327	619.8690876	521.0026545	567.6209814	441.4267141	314	386.250428	NA	NA
YEL018C-A	20	20	20	20	20	20	20	20	NA	NA
YEL018W	130.0759096	119.21362	134.3306046	132.8404429	160.9775903	154.6494951	121	167.8756277	NA	NA
YEL019C	45.88132083	32.88651586	59.98733106	32.90543081	81.88860027	51.80007359	36	45.03980256	0.843243874	0.897058657
YEL020C	180.6872635	167.3688753	162.0170651	244.9626516	195.272816	230.4727912	250	264.7794454	NA	NA
YEL020C-B	300.8301036	200.8426504	162.0170651	116.9970873	85.38811311	41.28991373	20	52.54643632	0.015289342	1.44E-11
YEL020W-A	33.58323484	57.55140275	39.99155404	43.87390775	44.09386169	20	20	20	0.094611657	2.70E-07
YEL021W	20	20	20	20	20	20	20	20	NA	NA
YEL022W	431.8520198	482.7270721	454.7757491	472.2538681	684.50471	617.0965289	580	446.9859194	NA	NA
YEL023C	193.4583528	186.7484293	277.8900293	287.0084798	270.1623907	207.9510201	221	141.2611989	0.192388254	0.209062079
YEL024W	385.970699	506.2174405	445.546929	245.5720114	124.5826568	46.54499366	54	63.46517634	0.017902305	5.03E-27
YEL025C	344.8194112	438.6826312	485.0257708	468.5977091	445.1380323	503.7369475	390	464.0464506	NA	NA
YEL026W	2980.393841	2684.361857	1933.950536	870.7751968	1868.739852	2194.371233	2326	1701.276179	0.211255452	0.888619831
YEL027W	5424.874934	6997.780767	7342.039152	7976.520172	6917.137064	7676.921051	6737	6826.942194	NA	NA
YEL028W	58.17940683	65.1857725	62.55089222	84.09165652	102.1857747	108.8552271	78	77.11360136	NA	NA
YEL029C	170.754194	138.0059148	165.0933385	190.1202669	205.071452	197.4408602	119	173.3349977	NA	NA
YEL030C-A	20	20	20	20	20	20	20	20	NA	NA
YEL030W	104.533731	78.10547516	131.7670434	96.27885311	110.5846055	99.84651866	99	103.7280301	NA	NA
YEL031W	1683.418772	1864.547997	1994.45058	2114.47861	2392.966875	2759.667689	2551	3736.256349	0.013125432	4.36E-06
YEL032C-A	0	0	0	0	0	0	0	0	NA	NA
YEL032W	453.1371686	435.1590759	415.8096196	433.8641988	471.7343298	406.142606	341	361.0008417	NA	NA
YEL033W	1389.210714	2041.900279	1595.047751	884.1811131	710.4011049	672.650231	481	343.2578892	0.010426668	5.72E-07
YEL034W	29925.97326	28141.46143	22499.86356	13557.64685	9311.503744	8185.162353	6550	4744.192537	0.00747705	4.31E-10
YEL035C	20	20	20	20	20	20	20	20	NA	NA
YEL036C	1846.604913	1722.431268	1516.090068	1346.075864	1518.088667	1698.892269	1585	1506.786122	NA	NA
YEL037C	962.5617308	933.7421467	839.3099226	1079.176259	1008.559598	843.8156916	879	980.6393376	NA	NA
YEL038W	380.7676626	323.5798257	307.1146265	334.5385466	198.0724263	236.4785968	361	255.2255479	NA	NA
YEL039C	40.20528114	252.521461	235.3349142	221.1976182	54.59240018	21.02031972	38	20	0.103925641	0.002460838
YEL040W	6034.103194	5772.170792	5045.088356	2975.504049	3528.208837	4116.979762	3290	4004.447901	0.111936451	0.166075866
YEL041W	52.50336714	59.31318039	71.77971238	110.2941292	110.5846055	68.31603908	55	112.5995064	0.277522648	0.896271509
YEL042W	1938.367554	1673.101494	1570.950277	1212.016702	1388.606692	1505.205037	1633	1181.271185	NA	NA
YEL043W	485.3013935	560.8325472	542.9622529	574.6263195	523.5271197	480.4644507	362	461.9991869	NA	NA
YEL044W	377.9296427	350.0064902	331.2121014	223.6350575	228.8681392	439.9252627	323	398.5340106	NA	NA
YEL045C	101.2227078	84.56532649	81.52124477	46.9207069	64.39103611	105.8523243	35	103.7280301	0.888293865	0.783812813
YEL046C	2113.851781	1495.749212	1485.840046	1074.30138	1089.048393	1100.563882	909	1375.761242	0.103868472	0.02185513
YEL047C	578.0100418	546.1510669	587.568217	1051.145706	1490.792467	1695.889366	1774	2049.993438	0.00747705	5.23E-13
YEL048C	193.4583528	155.6236911	115.360252	117.6064472	226.068529	212.4553743	146	183.5713165	NA	NA
YEL049W	19.86613892	20.55407241	7.177971238	7.921677788	23.09678469	10.51015986	87	174.6998402	NA	NA
YEL050C	626.7293825	628.9546158	635.2504545	639.8278213	510.2289709	478.2122736	407	444.2562344	NA	NA
YEL050W-A	20	20	20	20.71823421	20	20	20	20	NA	NA
YEL051W	1087.434604	1143.980944	1191.030513	1446.620236	1523.687887	1373.828039	1298	1207.203193	NA	NA
YEL052W	469.6922844	607.8132842	546.5512385	620.3283068	373.7479705	387.3744634	418	413.5472781	NA	NA
YEL053C	182.5792767	229.6183518	136.8941657	139.543401	212.0704776	170.4147349	207	205.4087965	NA	NA
YEL053W-A	227.5145909	141.52947	180.9874176	115.1690078	151.8788569	158.4031236	169	208.1384815	NA	NA
YEL054C	2962.419715	3756.109918	3096.781877	2427.080202	3400.82657	3207.100208	3824	2236.976861	NA	NA
YEL055C	872.6911024	666.5392053	579.3648213	408.271086	566.2211763	515.7485588	523	455.1749744	0.097623853	0.389533709
YEL056W	374.6186196	466.8710733	442.4706556	374.7562953	377.9473859	392.6295433	447	392.3922193	NA	NA
YEL057C	34.05623814	32.88651586	35.37714396	42.65518809	82.58850284	138.1335296	113	148.0854115	0.011981251	7.47E-10
YEL058W	1103.516716	1086.429542	911.089635	811.0579335	1098.147127	922.6418905	887	1284.999216	NA	NA
YEL059C-A	37.8402646	29.9502198	37.94070511	54.23302485	25.89639496	20	42	24.56716503	0.628073082	0.755308453
YEL059W	20	20	20	20	20	20	20	20	NA	NA
YEL060C	258.2598059	414.0177443	516.8139291	846.4008036	667.7070484	581.0616951	631	1324.579648	0.039300354	0.051316798
YEL061C	766.7383615	701.1874988	689.0852388	603.8755914	714.6005203	583.3138722	467	505.6741469	NA	NA
YEL062W	74.26151928	89.8506594	97.92803617	107.24733	81.18869771	87.83490739	60	81.89055011	NA	NA
YEL063C	426.1759801	488.5996642	387.0977346	357.0848603	329.6541088	330.3193099	199	431.9726518	0.357499731	0.045037303
YEL064C	121.0888467	160.3217648	176.8857198	250.4468901	228.8681392	246.9887567	109	274.3333429	0.63991723	0.854810652
YEL065W	1046.283316	1277.288786	1314.081449	226.0724969	97.9863593	212.4553743	246	537.7479457	0.06614889	0.000367862
YEL066W	196.2963726	184.9866517	149.7119715	195.6045054	275.7616112	356.5947095	493	537.7479457	0.011838619	1.14E-07
YEL067C	38.78627122	54.02784748	34.86443173	55.45174451	79.08899001	112.6088556	95	139.2139352	0.033484073	8.55E-05
YEL068C	259.2058125	225.5075373	271.2247703	377.8030945	478.0334529	678.6560366	1061	973.8151251	0.009845978	2.55E-17
YEL069C	20	20	20	20	20	20	20	20	NA	NA
YEL070W	20	20	20	20	20	20	20	20	NA	NA
YEL071W	1489.487415	2283.263815	5058.418874	6691.989651	6745.660935	2839.995339	3669	3906.17924	0.102878339	0.831511607
YEL072W	104.533731	187.9229478	161.5043529	209.0104216	231.6677495	150.8958665	114	101.6807664	0.179864271	0.148143918
YEL073C	20	20	20	32.29607098	20	26.27539965	31	62.10033384	0.128762504	0.078614448
YEL074W	20	20	20	20	20	20	20	20	NA	NA
YEL075C	0	0	0	0	0	0	0	0	NA	NA
YEL075W-A	0	0	0	0	0	0	0	0	NA	NA
YEL076C	0	0	0	0	0	0	0	0	NA	NA
YEL076C-A	0	0	0	0	0	0	0	0	NA	NA
YEL077C	59.59841675	68.12206856	91.7754894	79.21677788	79.08899001	108.1045014	99	112.5995064	NA	NA
YEL077W-A	0	0	0	0	0	0	0	0	NA	NA
YER001W	979.1168466	792.7999359	794.1912462	444.2233159	575.3199096	370.8584979	108	221.7869066	0.053777978	2.31E-06
YER002W	1835.252833	1530.397506	973.127815	645.9214196	1107.24586	1130.592911	1200	1103.475163	0.099104172	0.717932298
YER003C	752.075259	710.5836462	777.2717426	804.3549754	744.6963307	624.6037859	667	607.3549133	NA	NA
YER004W	421.445947	469.2201102	480.9240729	600.8287922	524.2270223	430.9165542	457	571.8690083	NA	NA
YER005W	490.0314266	540.2784748	521.9410514	525.2681733	671.9064638	837.0591602	873	852.3441424	NA	NA
YER006C-A	20	20	20	20	20	20	20	20	NA	NA
YER006W	2077.430527	1459.339141	782.3988649	302.8518354	841.2828849	1097.56098	688	814.1285524	0.160655694	0.506073007
YER007C-A	220.8925446	291.280569	251.7417056	221.1976182	169.3764211	194.4379574	201	236.1177528	NA	NA
YER007W	115.412807	78.69273437	103.5678707	145.6369993	157.4780775	158.4031236	166	144.6733052	0.060999013	0.190425514
YER008C	548.2108334	562.0070656	635.7631668	786.0741805	718.1000332	813.7866634	761	849.6144574	NA	NA
YER009W	1358.938503	1676.03779	1845.764033	2051.714547	2015.019489	1936.121591	1841	1463.793583	NA	NA
YER010C	512.2625821	562.5943248	532.1952961	685.5298086	601.2163046	597.5776606	782	687.1981997	NA	NA
YER011W	107.3717508	205.5407241	185.6018277	890.2747114	4872.021765	18711.83818	32005	36419.45732	0.00747705	1.14E-82
YER012W	663.1506372	867.969115	920.8311674	1219.329019	1238.827543	998.4651866	1380	1306.836696	0.053160702	0.146397609
YER013W	250.2187497	163.8453201	200.9831947	207.1823421	219.0695033	233.475694	133	251.8134416	NA	NA
YER014C-A	20	20	20	20	20	20	20	20	NA	NA
YER014W	119.6698368	142.1167292	139.4577269	394.8651697	424.1409553	622.3516088	509	802.5273911	0.013181147	8.84E-08
YER015W	81.8295722	59.31318039	65.11445337	120.6532463	105.6852875	95.34216444	75	109.8698214	0.286769379	0.859152371
YER016W	397.3227783	454.5386299	431.7036987	445.4420356	566.2211763	508.2413018	456	350.0821017	NA	NA
YER017C	454.0831752	476.2672207	432.7291232	493.5814622	511.6287761	458.6934053	376	551.3963708	NA	NA
YER018C	133.3869327	149.751099	150.737396	184.6360284	181.2747647	255.9974651	332	246.3540716	0.026293522	0.002647571
YER019C-A	843.3648973	1037.099768	1129.505045	987.1629243	1018.358234	1112.575494	1063	756.8051673	NA	NA
YER019W	582.7400749	586.0846933	594.7461883	657.4992564	764.9935051	1117.830574	1320	1470.617796	0.00747705	1.70E-09
YER020W	438.9470694	780.4674924	729.0767929	635.5623025	576.0198122	379.8672063	399	485.2015094	0.140814582	0.086984794
YER021W	886.4081983	1026.529102	965.4371315	1172.408313	1350.112051	1051.015986	1011	1205.83835	NA	NA
YER022W	256.840796	311.8346414	317.3688712	427.7706005	350.6511858	375.3628521	268	309.8192479	NA	NA
YER023C-A	0	0	0	0	0	0	0	0	NA	NA
YER023W	873.637109	642.4615776	712.6700015	829.9480882	909.8733364	801.0243264	701	799.1152849	NA	NA
YER024W	157.5101014	168.5433938	219.440835	260.8060072	237.9668726	155.4002208	120	148.7678327	0.076992451	0.295951967
YER025W	1511.245568	1351.870705	1139.75929	892.7121507	979.1636905	949.6680158	1074	888.5124687	NA	NA
YER026C	499.4914928	694.7276475	662.4242028	891.493431	727.8986691	786.760538	622	998.3822901	NA	NA
YER027C	267.2468688	293.6296059	352.7460151	450.3169142	411.5427091	278.5192363	312	424.4660181	NA	NA
YER028C	78.51854905	64.59851329	28.71188495	49.96750605	65.09093868	20.26959401	33	45.03980256	0.446791468	0.315447321
YER029C	285.2209944	294.2168651	245.0764465	273.6025636	270.1623907	210.9539229	278	247.0364928	NA	NA
YER030W	2122.365841	2191.651378	2587.145919	3558.661406	3847.364408	3050.198536	2802	2361.177528	NA	NA
YER031C	1077.974538	961.9305888	918.2676062	1086.488577	1028.15687	990.2072039	1048	993.6053414	NA	NA
YER032W	355.225484	408.7324114	303.0129287	352.8193415	317.0558626	469.2035651	251	393.7570618	NA	NA
YER033C	72.36950605	176.1777635	234.8222019	241.3064926	111.2845081	111.8581299	74	184.2537378	0.320948342	0.536112155
YER034W	194.8773627	146.2275437	157.9153672	132.8404429	162.3773954	144.8900609	112	210.1857453	NA	NA
YER035W	69.53148621	121.5626568	175.3475831	194.3857857	121.7830466	123.1190155	152	178.1119465	0.129472767	0.854231265
YER036C	4156.753067	3546.45838	2738.396027	1712.910482	2957.088343	2499.165869	2269	2716.719	0.240984545	0.373968881
YER037W	37.8402646	86.32710413	84.08480593	135.8872421	243.5660931	128.3740954	109	191.7603715	0.080879327	0.284984036
YER038C	93.18165159	119.21362	147.1484104	169.4020327	227.4683341	159.904575	300	217.0099578	0.081179138	0.035114031
YER038W-A	20	20	20	20	20	20	20	20	NA	NA
YER039C	20.81214553	34.06103428	33.83900726	53.62366502	40.59434885	25.52467394	24	22.51990128	0.146809039	0.583623943
YER039C-A	55.81439029	69.29658699	91.26277717	126.1374848	62.99123098	56.30442782	20	54.59370008	0.116633884	0.268625761
YER040W	226.5685843	214.3496123	217.3899861	256.5404884	214.8700879	260.5018194	150	272.9685004	NA	NA
YER041W	146.6310253	169.130653	201.4959069	240.6971328	268.062683	307.046813	258	363.7305268	0.012698416	0.002203091
YER042W	137.6439625	177.3522819	173.2967342	215.7133798	391.9454372	174.9190891	151	177.4295252	0.242558328	0.650726233
YER043C	2084.052573	1831.661481	1312.0306	761.0904275	986.8626187	1262.720635	1278	2016.554797	0.122605952	0.163700294
YER044C	462.1242315	728.7886818	590.6444904	429.59868	379.347191	643.3719285	1045	1306.836696	0.061869538	0.008324349
YER044C-A	20.81214553	20	26.14832379	20.71823421	33.59532319	20	20	21.15505878	NA	NA
YER045C	56.7603969	58.13866196	58.9619066	84.70101635	73.48976948	120.1161127	88	94.85655388	0.11340156	0.094995712
YER046W	220.8925446	241.9507952	289.1696984	389.3809313	447.23774	584.0645979	874	736.3325298	0.00747705	1.18E-12
YER046W-A	50.1383506	51.09155142	54.34749651	70.07638043	65.09093868	43.54209085	61	29.34411379	0.684943208	0.405687381
YER047C	170.754194	214.3496123	200.9831947	201.0887438	197.3725237	130.6262725	112	178.1119465	NA	NA
YER048C	1779.438443	1795.25141	1528.395161	1665.989775	1400.505035	1041.256552	1049	1115.758745	NA	NA
