gene	min0	min5	min10	min30	min60	min120	min180	min240	autocor.adj	DESeq.adj
YDR261C-C	0	0	0	0	0	0	0	0	NA	NA
YDR261C-D	140.9549856	236.6654623	229.1823674	313.2109525	324.0548883	285.2757676	320	139.8963564	0.416447588	0.047180067
YDR261W-A	0	0	0	0	0	0	0	0	NA	NA
YDR261W-B	27.90719514	56.96414354	75.368698	134.0591626	204.3715494	129.1248211	322	164.4635215	0.031260917	0.000548133
YDR262W	151.8340617	225.5075373	243.0255976	293.1020781	281.3608317	250.7423852	192	290.0290317	NA	NA
YDR263C	67.63947298	56.37688433	55.37292098	63.98278213	51.09288735	59.30733063	84	66.19486134	NA	NA
YDR264C	943.1685952	1064.113692	1223.844096	1066.989062	1142.240988	1082.546465	987	1370.984293	NA	NA
YDR265W	120.1428401	152.1001358	139.9704391	126.1374848	134.3812928	164.4089292	143	171.287734	NA	NA
YDR266C	433.744033	483.3143313	434.2672599	413.1459646	403.8437808	344.5830982	206	333.7039917	0.10638243	0.008101597
YDR267C	480.5713605	429.2864838	411.7079217	435.0829185	436.7392015	391.1280919	373	358.953578	NA	NA
YDR268W	126.7648864	141.52947	130.2289067	169.4020327	168.6765185	144.8900609	203	180.1592102	NA	NA
YDR269C	20	20	20	20	20	20	20	20	NA	NA
YDR270W	249.2727431	313.0091599	214.3137127	142.5902002	95.8866516	75.07257042	34	98.95108139	0.030467482	3.42E-10
YDR271C	20	24.66488689	20	20	20	20	20	20	NA	NA
YDR272W	650.8525512	867.3818557	904.9370882	1233.344296	1154.839235	1060.024694	718	911.03237	NA	NA
YDR273W	53.92237706	58.13866196	20	53.0143052	44.79376425	81.82910176	70	131.0248802	0.260245311	0.118791094
YDR274C	83.24858213	122.149916	109.2077053	505.7686588	491.3316016	1000.717364	635	1133.501698	0.034324066	3.19E-07
YDR275W	217.5815215	350.5937494	358.8985619	810.4485737	1014.158819	1706.399526	1413	1506.786122	0.010762391	3.31E-14
YDR276C	455.5021852	633.6526895	752.6615555	910.9929456	478.0334529	366.3541437	222	240.2122803	0.026293522	0.00018948
YDR277C	60.54442337	125.0862121	69.72886345	87.7478155	96.58655417	75.82329613	20	20	0.103915548	5.30E-05
YDR278C	20	20	20	20	20	20	20	20	NA	NA
YDR279W	276.7069349	315.9454559	248.6654322	171.2301122	254.7645342	266.507625	179	239.5298591	NA	NA
YDR280W	1259.134805	1082.318727	857.2548507	664.8115743	879.777526	1078.042111	883	958.1194363	NA	NA
YDR281C	636.1894486	675.9353527	698.314059	247.4000909	586.5183507	359.5976123	138	78.47844386	0.066626675	3.67E-06
YDR282C	164.1321477	168.5433938	216.8772738	266.2902456	263.163365	195.9394088	162	227.9286978	NA	NA
YDR283C	234.6096405	236.6654623	224.0552451	244.3532918	292.5592728	231.9742426	226	298.9005079	NA	NA
YDR284C	937.4925555	1059.415618	1254.094118	1298.545797	1042.154921	883.6041539	960	850.2968787	NA	NA
YDR285W	130.5489129	102.7703621	122.5382233	182.1985891	244.9658983	274.014882	285	364.412948	0.010762391	2.65E-07
YDR286C	20	20	20	32.90543081	30.09581036	20	20	21.15505878	NA	NA
YDR287W	87.03260859	105.7066581	121.5127988	190.7296267	145.5797338	93.08998732	159	90.07960512	0.571954122	0.766961143
YDR288W	303.1951201	278.9481256	434.7799721	403.3962073	366.7489448	408.3947831	324	299.5829292	NA	NA
YDR289C	202.4454156	276.5990887	323.0087057	336.3666261	401.0441706	345.3338239	265	387.6152705	NA	NA
YDR290W	20	20	20	20	20	20	20	20	NA	NA
YDR291W	269.6118853	207.889761	226.6188062	256.5404884	265.9629753	310.8004416	204	270.2388154	NA	NA
YDR292C	571.8609988	554.3726959	583.9792314	588.0322358	822.3855156	773.9982011	608	787.5141236	NA	NA
YDR293C	657.0015942	1014.783918	956.2083113	1015.193476	953.9671981	737.2126416	610	906.2554213	NA	NA
YDR294C	639.5004718	749.9300134	736.2547641	714.1697206	587.9181558	499.983319	640	577.3283783	NA	NA
YDR295C	398.2687849	445.1424825	476.8223751	461.2853912	461.2357913	397.8846232	434	474.2827694	NA	NA
YDR296W	217.1085182	227.8565742	253.2798422	244.9626516	254.0646316	177.1712662	173	204.043954	NA	NA
YDR297W	881.6781653	1047.670434	963.8989948	1506.337499	2031.117248	2054.736252	1449	1252.242995	0.056144853	9.59E-05
YDR298C	1222.240547	1225.022716	1297.161945	1123.050166	1068.751219	838.5606116	992	815.4933949	NA	NA
YDR299W	1555.707878	772.8331227	441.9579434	334.5385466	719.4998383	908.3781021	734	716.5423135	0.136317104	0.883291446
YDR300C	637.1354553	533.2313643	527.0681737	330.2730278	561.3218583	505.9891246	418	557.538162	NA	NA
YDR301W	328.2642954	312.4219006	358.3858497	262.0247268	270.8622932	246.238031	226	303.6774567	NA	NA
YDR302W	418.6079272	485.6633681	503.4834111	734.2785949	614.5144533	766.490944	737	674.2321959	NA	NA
YDR303C	319.7502359	393.4636719	505.53426	508.2060981	662.1078279	483.4673535	453	466.7761356	0.056825395	0.667578126
YDR304C	2174.869208	2017.235392	2389.238998	2968.801091	2971.786297	2933.085326	3198	3096.145216	NA	NA
YDR305C	370.8345931	412.8432259	517.3266414	636.1716623	527.7265351	575.8066151	451	465.4112931	NA	NA
YDR306C	255.8947894	295.9786427	319.9324323	377.8030945	308.6570318	355.0932581	169	319.3731454	0.677570987	0.866850442
YDR307W	215.6895082	281.8844216	377.8689144	544.7676879	544.5241967	361.0990637	237	394.439483	0.152147331	0.896610238
YDR308C	218.5275281	212.5878347	209.1865904	304.0705551	181.2747647	293.5337504	119	227.9286978	0.940346747	0.888111212
YDR309C	652.7445644	697.0766843	620.8945121	413.7553245	518.6278017	399.3860746	233	324.8325154	0.048021465	0.000212399
YDR310C	857.5549966	851.525857	856.2294262	832.3855275	915.4725569	716.1923218	656	654.4419797	NA	NA
YDR311W	197.2423792	164.4325793	192.2670867	282.1336012	302.3579087	217.7104542	121	262.7321816	0.435421606	0.993852434
YDR312W	899.1792876	634.8272079	403.504526	343.678944	709.7012024	684.6618423	742	621.6857596	0.21653417	0.978885889
YDR313C	69.53148621	136.8313963	100.4915973	122.4813258	125.982462	85.58273028	105	87.34992012	NA	NA
YDR314C	48.24633737	43.45718167	66.13987783	69.4670206	67.19064638	65.31313627	20	87.34992012	0.841945743	0.905081151
YDR315C	117.7778236	112.1665094	153.3009572	253.4936892	222.5690161	177.1712662	198	244.3068078	0.064505529	0.39036982
YDR316W	321.6422491	403.4470785	420.4240296	438.7390775	478.0334529	379.8672063	320	320.7379879	NA	NA
YDR316W-A	0	0	0	0	0	0	0	0	NA	NA
YDR316W-B	0	0	0	0	0	0	0	0	NA	NA
YDR317W	48.71934068	46.39347773	44.09325189	76.77933856	66.49074381	66.06386197	72	89.39718387	0.093579168	0.249447441
YDR318W	219.946538	294.2168651	292.7586841	324.1794295	319.8554729	274.014882	306	259.3200754	NA	NA
YDR319C	121.0888467	201.4299096	259.9451013	343.0695842	187.5738878	182.4263461	191	236.8001741	0.217078696	0.970984093
YDR320C	97.43868135	135.0696187	145.6102737	158.4335558	153.9785646	159.904575	61	172.6525765	0.802976627	0.966630005
YDR320C-A	280.4909614	431.0482614	592.6953394	832.9948874	457.7362785	589.3196778	604	453.1277106	0.267921751	0.73810589
YDR320W-B	20	20	20	20	20	20	20	20	NA	NA
YDR321W	1068.987475	790.450899	682.4199798	471.0351485	625.7128944	814.5373891	834	721.3192622	0.107039527	0.897058657
YDR322C-A	440.3660793	464.5220365	620.3817998	740.3721932	624.3130893	478.2122736	439	254.5431266	0.031260917	0.00472386
YDR322W	205.7564388	188.510207	208.6738781	177.3237105	196.6726212	212.4553743	188	212.233009	NA	NA
YDR323C	112.5747872	118.6263608	123.5636477	279.0868021	261.7635599	276.2670592	239	240.2122803	0.070148265	0.017842935
YDR324C	1267.175861	745.8191989	537.8351306	322.35135	832.1841515	840.8127887	568	614.8615471	0.336480011	0.831511607
YDR325W	455.9751885	366.4497481	451.6994758	488.7065835	517.2279966	618.5979803	396	440.8441281	NA	NA
YDR326C	596.4571708	809.830453	849.051455	949.3826149	744.6963307	906.8766507	592	711.7653647	NA	NA
YDR327W	106.8987475	145.6402845	195.3433601	278.4774422	234.4673598	219.2119056	221	174.6998402	0.043959271	0.359764225
YDR328C	1307.854145	1246.164047	1447.386629	1895.718431	1932.430986	1839.277975	1457	1624.844998	NA	NA
YDR329C	505.6405358	684.7442409	588.0809293	847.0101635	622.9132841	630.6095916	615	588.9295396	NA	NA
YDR330W	215.2165049	290.1060506	285.0680006	297.367597	338.7528422	262.0032708	273	375.331688	NA	NA
YDR331W	506.5865424	557.3089919	557.3181954	563.6578426	679.605392	692.919825	532	711.0829435	NA	NA
YDR332W	254.9487828	226.0947965	283.0171517	285.1804004	290.4595651	364.8526923	267	290.0290317	NA	NA
YDR333C	515.1006019	502.106626	511.6868068	565.4859221	562.7216634	475.9600965	358	521.3698357	NA	NA
YDR334W	451.2451554	456.3004075	509.1232457	511.8622571	578.1195199	454.9397768	185	479.7421394	0.336718744	0.562510772
YDR335W	1043.445296	1319.571449	1271.526334	1483.791186	1471.195195	1227.436526	1757	1274.762897	NA	NA
YDR336W	248.3267365	270.7264966	311.2163244	363.1784586	432.5397861	411.3976859	408	459.2695019	NA	NA
YDR337W	447.9341322	507.3919589	512.199519	549.0332067	474.5339401	478.9629993	414	423.7835968	NA	NA
YDR338C	211.4324785	196.7318359	256.8688279	201.0887438	218.3696007	144.8900609	107	206.773639	0.253418458	0.068867935
YDR339C	1354.208469	926.1077769	671.653023	653.8430974	600.516402	877.5983482	889	715.177471	0.104486279	0.778191786
YDR340W	20	20	20	20	20	20	20	20	NA	NA
YDR341C	1706.595934	1788.791559	1439.183233	1121.831447	1224.129589	1316.02216	1053	1205.155929	NA	NA
YDR342C	20	60.48769881	68.70343899	160.8709951	41.29425142	32.28120528	20	20	0.146209116	8.95E-05
YDR343C	20	20.55407241	20	20	20	20	20	20	NA	NA
YDR344C	20	20	20	20	20	20	20	20	NA	NA
YDR345C	4052.692339	5709.921316	3058.32846	1212.626061	1457.897046	2985.636126	3632	4261.720712	0.122440165	0.43488809
YDR346C	1591.65613	1198.596051	925.9582897	1067.598422	1639.871713	1856.544667	1398	2103.222295	0.171565495	0.425210213
YDR347W	359.0095104	321.2307888	318.3942956	290.6646388	440.9386169	488.7224335	388	483.1542457	NA	NA
YDR348C	352.8604674	397.5744863	424.5257275	477.7381066	400.344268	572.0529866	527	537.0655245	NA	NA
YDR349C	411.9858809	497.4085523	430.6782743	514.9090562	600.516402	638.8675743	624	665.3607197	NA	NA
YDR350C	114.9398037	166.7816161	205.5976047	205.9636225	202.2718417	184.6785232	240	322.7852517	0.014482205	0.064435346
YDR351W	259.6788158	241.363536	248.1527199	273.6025636	291.1594676	233.475694	242	277.0630279	NA	NA
YDR352W	530.7097111	457.4749259	448.6232024	452.7543536	433.2396886	340.8294697	307	361.683263	NA	NA
YDR353W	3558.876886	3229.925665	3062.430157	3375.244097	3502.312443	3292.682939	4697	4194.161008	NA	NA
YDR354C-A	0	0	0	0	0	0	0	0	NA	NA
YDR354W	339.1433715	277.1863479	300.4493675	392.4277304	339.4527447	266.507625	334	350.764523	NA	NA
YDR355C	20	20	20	20	20	20	20	20	NA	NA
YDR356W	667.4076669	610.7495802	554.7546342	610.5785495	672.6063664	662.8907968	324	477.6948757	0.233466318	0.270042003
YDR357C	287.586011	336.4995283	468.1062672	788.5116198	792.2897052	735.7111901	789	479.7421394	0.053015615	0.004542156
YDR358W	142.8469989	310.0728638	342.4917705	458.8479519	295.358883	217.7104542	174	266.1442879	0.205654592	0.744276387
YDR359C	299.884097	323.5798257	334.801087	346.7257432	405.243586	276.2670592	162	383.520743	0.505938306	0.593737179
YDR360W	20	20	20	20	20	20	20	20	NA	NA
YDR361C	739.777173	608.4005434	448.1104901	232.775455	376.5475808	585.5660493	411	468.1409781	0.190641694	0.783524002
YDR362C	185.8902999	229.6183518	184.5764033	250.4468901	193.1731083	224.4669856	193	240.2122803	NA	NA
YDR363W	171.7002006	161.4962832	159.4535039	161.4803549	171.4761288	145.6407866	127	207.4560603	NA	NA
YDR363W-A	376.0376295	623.6692829	632.1741812	1154.736878	1112.145178	1010.476798	761	747.2512698	0.047098526	0.15653156
YDR364C	297.5190804	221.3967228	178.9365687	197.4325849	313.5563498	208.7017458	151	266.8267091	0.646580866	0.790330677
YDR365C	2865.92704	2710.201262	2134.421019	2670.824134	3664.689838	3746.121264	2602	3799.721525	NA	NA
YDR365W-A	0	0	0	0	0	0	0	0	NA	NA
YDR365W-B	20	20	20	20	20	20	20	20	NA	NA
YDR366C	20	20	20	20	20	20	20	20	NA	NA
YDR367W	237.4476604	285.9952361	351.7205907	360.1316594	324.0548883	408.3947831	465	466.0937144	NA	NA
YDR368W	255.4217861	238.42724	379.9197634	497.846981	526.32673	334.0729384	413	398.5340106	0.119208231	0.69012218
YDR369C	111.1557773	81.62903043	134.3306046	185.8547481	216.9697956	153.8987694	175	152.8623602	0.079196316	0.361756428
YDR370C	304.1411267	301.2639756	244.5637343	266.2902456	471.7343298	346.8352754	322	365.0953693	NA	NA
YDR371C-A	0	0	0	0	0	0	0	0	NA	NA
YDR371W	197.2423792	244.8870913	264.0467991	419.8489228	495.531017	403.1397032	266	406.0406443	0.111268283	0.422913921
YDR372C	517.4656184	549.087363	557.3181954	641.046541	963.0659314	887.3577824	928	985.4162864	NA	NA
YDR373W	448.4071355	487.4251457	617.3055265	701.3731641	736.2974999	731.9575616	806	553.4436345	NA	NA
YDR374C	20	20	20	21.93695387	20	22.52177113	20	20	NA	NA
YDR374W-A	72.36950605	137.4186555	171.7585975	277.2587226	312.8564472	249.2409338	203	270.9212366	0.027260829	0.227598204
YDR375C	204.8104322	204.3662057	241.4874609	268.1183251	288.3598574	268.0090764	193	261.3673391	NA	NA
YDR376W	314.5471995	337.6740468	341.9790583	485.6597844	502.5300427	360.348338	383	440.1617069	NA	NA
YDR377W	101.2227078	196.1445767	192.2670867	271.7744841	195.9727186	186.1799746	119	165.1459427	0.306500794	0.821215706
YDR378C	319.7502359	388.7655982	458.877447	648.9682188	700.602469	677.1545852	417	432.6550731	0.081248089	0.09314852
YDR379C-A	35.47524807	61.66221723	75.368698	267.5089653	151.1789544	91.58853592	108	98.26866014	0.10641559	0.667738852
YDR379W	252.1107629	283.6461993	283.0171517	402.1774877	375.1477756	307.7975387	205	421.0539118	0.60451959	0.883380609
YDR380W	205.7564388	244.2998321	182.5255543	676.3894111	590.7177661	173.4176377	186	192.4427928	0.317541824	0.445472895
YDR381C-A	194.4043594	244.8870913	300.9620798	391.2090107	349.9512832	418.904943	314	331.656728	0.05092393	0.218284132
YDR381W	1316.368205	1307.826265	1568.899428	1667.208494	1456.497241	1249.958298	1021	1150.562229	NA	NA
YDR382W	6518.458581	6387.031187	6184.847646	4701.820447	4515.071456	5548.61368	6743	4992.593872	NA	NA
YDR383C	185.4172966	204.3662057	228.1569429	260.1966473	210.6706725	233.475694	164	195.854899	NA	NA
YDR384C	818.7687254	850.9385978	911.6023472	931.7111798	925.9710954	737.9633673	562	687.880621	NA	NA
YDR385W	1162.169127	1044.146878	936.2125343	600.2194324	538.9249762	661.3893454	1017	611.4494408	0.164112639	0.632714974
YDR386W	210.0134685	214.3496123	234.3094897	318.0858312	296.0587856	246.238031	172	235.4353316	NA	NA
YDR387C	101.2227078	144.4657661	154.8390938	241.3064926	156.0782723	158.4031236	73	165.828364	0.493554189	0.908549552
YDR388W	1384.953684	1201.532347	1379.708614	1665.380415	1571.981164	1249.207572	1647	1795.450311	NA	NA
YDR389W	338.6703682	375.8458955	298.9112308	326.007509	288.3598574	272.5134306	175	356.9063142	0.440110069	0.088728206
YDR390C	632.4054222	610.7495802	572.6995623	491.1440228	620.8135764	539.0210556	582	500.8971982	NA	NA
YDR391C	96.01967143	216.1113899	261.4832379	411.3178851	304.4576164	246.238031	197	362.3656843	0.143694063	0.875066752
YDR392W	357.1174972	408.7324114	365.5638209	465.55091	422.7411501	511.9949303	394	420.3714906	NA	NA
YDR393W	184.9442932	240.1890176	261.4832379	295.5395175	283.4605394	370.8584979	223	328.2446217	0.510179153	0.618503029
YDR394W	959.2507077	1005.387771	978.7676495	1134.018643	1315.116922	1034.50002	752	1361.430396	NA	NA
YDR395W	908.1663505	678.2843896	582.953807	548.4238468	802.0883412	788.2619894	652	791.6086511	NA	NA
YDR396W	95.07366482	95.1359923	91.26277717	79.82613771	95.8866516	123.1190155	97	89.39718387	NA	NA
YDR397C	342.927398	374.0841179	287.6315617	329.6636679	307.2572267	299.539556	387	271.6036579	NA	NA
YDR398W	2221.223532	1092.889393	634.2250301	357.6942201	881.1773312	983.4506725	830	777.9602261	0.09239411	0.626307371
YDR399W	3405.150811	2250.964559	1329.975528	361.9597389	1142.940891	1103.566785	742	685.8333572	0.141025774	0.076274802
YDR400W	136.2249526	130.9588042	141.5085758	200.479384	227.4683341	176.4205405	200	211.5505878	NA	NA
YDR401W	20	20	20	20	20	20	20	20	NA	NA
YDR402C	20	20	20	20	20	20	20	20	NA	NA
YDR403W	20	20	20	25.59311285	34.99512832	25.52467394	20	20	NA	NA
YDR404C	344.3464079	366.4497481	372.7417921	407.0523663	412.9425142	355.0932581	322	255.9079691	NA	NA
YDR405W	477.2603373	438.095372	446.5723534	580.7199178	498.3306273	424.1600229	455	488.6136157	NA	NA
YDR406W	181.1602668	304.2002717	376.84349	559.3923238	301.6580061	210.2031972	82	182.8888953	0.093122246	0.134292533
YDR406W-A	20	20	20	20	20	20	28	20	NA	NA
YDR407C	420.4999404	439.8571496	481.4367852	493.5814622	557.1224429	414.4005887	397	380.1086368	NA	NA
YDR408C	575.6450253	549.087363	626.5343466	472.8632279	536.8252685	488.7224335	502	512.4983595	NA	NA
YDR409W	262.5168357	241.9507952	234.8222019	227.9005764	254.0646316	162.9074778	237	184.2537378	NA	NA
YDR410C	182.5792767	254.2832387	293.2713963	387.5528518	402.4439757	460.9455824	437	408.0879081	0.009845978	0.002684811
YDR411C	460.2322182	521.48618	691.6488	824.4638498	650.9093868	680.9082137	657	739.0622148	NA	NA
YDR412W	194.8773627	151.5128766	84.59751816	37.17094962	130.8817799	141.1364324	94	87.34992012	0.283150124	0.833985099
YDR413C	20	20	20	20	20	20	20	20	NA	NA
YDR414C	237.9206637	281.2971624	297.8858064	299.1956764	353.4507961	396.3831718	294	309.1368267	NA	NA
YDR415C	241.7046902	303.6130125	385.0468857	402.7868475	290.4595651	340.8294697	297	293.4411379	NA	NA
YDR416W	211.4324785	153.2746543	159.9662162	181.5892293	218.3696007	201.9452144	159	204.7263753	NA	NA
YDR417C	227.5145909	149.751099	170.2204608	93.84141379	140.6804159	145.6407866	142	143.9908839	0.614407981	0.666302105
YDR418W	2885.320176	3049.637087	2798.383358	2308.864395	2517.549532	2671.082056	2958	2183.065582	NA	NA
YDR419W	136.6979559	110.4047318	130.741619	147.4650788	179.8749596	159.1538493	105	168.558049	NA	NA
YDR420W	401.1068048	362.3389336	365.0511087	286.39912	296.7586882	286.0264933	203	265.4618666	NA	NA
YDR421W	153.726075	165.6070977	210.7247271	272.3838439	244.9658983	197.4408602	97	214.2802728	0.338655742	0.891967695
YDR422C	384.0786857	420.4775956	334.801087	305.2892747	249.8652162	354.3425324	238	336.4336767	NA	NA
YDR423C	241.7046902	253.1087203	335.8265115	311.382873	262.4634624	265.7568993	244	348.034838	NA	NA
YDR424C	646.1225181	764.6114937	982.8693473	1500.243901	1166.737578	993.2101067	1228	762.2645373	0.209424659	0.377500236
YDR425W	120.6158434	163.2580609	113.3094031	130.4030036	132.2815851	131.3769982	105	176.747104	NA	NA
YDR426C	20	20	20	20	20	20	20	20	NA	NA
YDR427W	1168.791173	1276.114267	1272.039046	1662.942976	1967.426114	1611.808087	1976	1835.030744	NA	NA
YDR428C	77.09953913	69.8838462	69.21615122	120.0438865	87.48782081	106.60305	83	80.52570761	NA	NA
YDR429C	4581.037034	4208.299511	4019.151181	2865.81928	3787.172787	3740.115458	3539	3158.927971	NA	NA
YDR430C	326.8452855	416.9540403	363.512972	488.7065835	601.2163046	445.1803426	504	621.6857596	NA	NA
YDR431W	20	20	20	20	20	20	20	20	NA	NA
YDR432W	887.8272083	778.7057148	791.6276851	754.9968292	777.5917513	569.8008095	614	729.5083173	NA	NA
YDR433W	129.129903	194.9700583	151.2501082	201.0887438	168.6765185	111.1074042	101	156.9568877	NA	NA
YDR434W	446.042119	577.2758051	585.5173681	676.9987709	641.8106534	714.6908704	721	816.8582374	NA	NA
YDR435C	193.4583528	196.1445767	237.8984753	273.6025636	163.077298	153.1480437	117	241.5771228	0.331833396	0.143083441
YDR436W	171.2271973	256.0450163	269.1739214	432.6454792	251.9649239	205.698843	184	322.7852517	0.364089343	0.842858991
YDR437W	20	20	20	20	20	20.26959401	20	20	NA	NA
YDR438W	151.8340617	197.9063544	210.7247271	252.8843294	291.8593702	243.2351282	253	272.9685004	NA	NA
YDR439W	136.6979559	123.9116937	124.5890722	135.8872421	109.8847029	98.34506725	93	139.8963564	NA	NA
YDR440W	312.6551863	273.6627927	235.8476264	225.463137	361.8496269	292.7830246	323	250.4485991	NA	NA
YDR441C	264.8818522	220.2222044	155.3518061	98.1069326	128.0821697	142.6378838	160	167.8756277	0.040711582	0.40507668
YDR442W	20	20	20	20	20	20	20	20	NA	NA
YDR443C	189.201323	189.0974662	190.72895	319.3045508	230.2679444	170.4147349	77	221.1044853	0.371914775	0.605928556
YDR444W	260.6248225	260.74309	277.3773171	235.2128943	251.9649239	249.9916595	240	195.854899	NA	NA
YDR445C	20	20	20	20	20	20	20	20	NA	NA
YDR446W	28.85320176	23.49036847	32.30087057	26.20247268	23.09678469	30.02902817	20	36.1683263	NA	NA
YDR447C	13331.12522	12222.03871	14816.87077	11443.7776	10144.3878	14777.28476	12506	7965.903262	NA	NA
YDR448W	258.2598059	221.983982	265.0722236	256.5404884	272.2620984	259.000368	289	247.7189141	NA	NA
YDR449C	684.435786	360.577156	328.135828	241.9158524	451.4371554	463.9484852	311	359.6359992	0.468268105	0.818122134
YDR450W	11308.09007	11955.42303	12373.79699	11084.2553	10198.9802	12752.57754	12434	9766.130522	NA	NA
YDR451C	136.6979559	172.066949	219.9535472	230.3380157	214.1701853	214.7075514	135	146.720569	NA	NA
YDR452W	1856.064979	2726.64452	3094.731028	3944.995538	3046.675872	2824.230099	2698	2313.408041	0.132175082	0.653443278
YDR453C	51.08435721	54.61510669	43.58053966	137.7153215	182.6745698	363.3512408	640	753.393061	0.010762391	2.27E-33
YDR454C	2607.667234	2018.409911	1785.263989	1538.63357	1561.482626	1728.921297	1556	1218.121933	0.01370155	0.235555334
YDR455C	20	20	20	20	20	20	20	20	NA	NA
YDR456W	406.7828445	488.5996642	499.8944255	524.0494537	440.9386169	361.8497894	427	421.0539118	NA	NA
YDR457W	593.619151	640.1125408	620.3817998	617.2815076	597.7167918	505.9891246	537	614.8615471	NA	NA
YDR458C	295.6270672	312.4219006	335.3137993	329.6636679	377.9473859	330.3193099	256	272.9685004	NA	NA
YDR459C	158.456108	182.6376149	185.6018277	228.5099362	228.8681392	246.9887567	220	259.3200754	NA	NA
YDR460W	364.6855501	332.9759731	321.9832812	421.6770022	377.2474833	382.8701092	342	351.4469442	NA	NA
YDR461C-A	43.9893076	87.50162255	162.5297773	447.2701151	324.0548883	287.5279447	272	220.4220641	0.032500375	0.159096731
YDR461W	130.5489129	161.4962832	200.9831947	174.8862712	129.4819748	319.80915	259	278.4278704	0.228396162	0.150519895
YDR462W	172.1732039	260.74309	191.2416623	237.0409738	235.1672623	165.1596549	171	270.2388154	NA	NA
YDR463W	386.9167056	354.1173047	365.5638209	346.1163833	345.7518678	354.3425324	243	439.4792856	NA	NA
YDR464C-A	0	0	0	0	0	0	0	0	NA	NA
YDR464W	967.7647672	835.0825991	889.5557213	967.0540499	922.4715826	834.8069831	626	725.4137898	NA	NA
YDR465C	1606.792236	1097.587467	703.9538935	143.19956	704.8018844	859.5809313	627	648.3001884	0.266467356	0.680997051
YDR466W	163.6591444	189.0974662	188.6781011	192.5577062	249.1653137	172.666912	81	193.125214	0.439589306	0.718207577
YDR467C	44.93531422	79.27999359	36.40256842	46.31134707	39.19454372	57.05515352	122	51.18159382	0.505938306	0.746091052
YDR468C	620.5803395	642.4615776	788.0386995	906.7274268	1188.434558	975.9434155	975	935.599535	NA	NA
YDR469W	510.3705688	368.2115258	470.1571161	574.0169597	611.0149405	739.4648187	599	503.6268832	0.079971669	0.213716364
YDR470C	182.5792767	189.6847254	235.3349142	243.7439319	219.7694059	157.6523979	156	266.1442879	NA	NA
YDR471W	6685.428749	5856.148859	5761.860055	4182.036512	4419.884707	5895.448955	5200	4538.78374	NA	NA
YDR472W	201.499409	212.5878347	190.72895	184.6360284	188.2737904	252.2438366	209	217.6923791	NA	NA
YDR473C	240.2856802	319.4690112	247.1272955	396.6932492	307.2572267	324.3135042	330	341.8930467	NA	NA
YDR475C	228.4605975	311.8346414	408.6316483	586.2041563	321.9551806	337.8265669	319	349.3996805	0.200521424	0.964546126
YDR476C	399.6877949	456.8876667	385.0468857	276.0400029	273.6619035	304.7946359	464	579.3756421	0.079196316	0.072766346
YDR477W	445.5691157	571.9904722	539.8859795	594.7351939	422.7411501	445.9310683	339	450.3980256	NA	NA
YDR478W	189.201323	105.7066581	145.6102737	107.8566899	122.4829491	132.8784496	155	126.9303527	NA	NA
YDR479C	224.2035678	370.5605626	373.7672166	448.4888348	366.7489448	271.0119792	284	343.2578892	0.260629927	0.864218171
YDR480W	51.55736052	92.78695546	108.694993	84.70101635	125.982462	73.57111901	67	58.00580633	0.351052662	0.492054578
YDR481C	1430.362002	2295.008999	3394.154971	3600.707234	3598.199094	2246.922033	1970	1626.892262	0.102624556	0.242359727
YDR482C	207.1754487	207.3025017	153.3009572	165.7458737	149.0792467	147.8929637	241	232.0232253	NA	NA
YDR483W	2172.504192	2478.821133	2967.065682	2782.336983	3240.548883	2841.496791	2020	3044.963622	NA	NA
YDR484W	109.263764	156.2109503	186.6272522	168.183313	240.0665803	140.3857067	101	120.7885614	0.195127397	0.447705757
YDR485C	469.2192811	574.3395091	523.4791881	689.7953274	611.0149405	554.0355697	429	603.9428071	NA	NA
YDR486C	496.1804696	530.8823274	467.5935549	715.3884402	661.4079253	710.1865162	708	724.0489473	NA	NA
YDR487C	2343.731389	2041.31302	1975.992939	1936.545539	2714.922055	2552.467394	3106	2850.473565	NA	NA
YDR488C	165.5511576	126.2607305	153.8136694	147.4650788	240.7664829	231.9742426	149	264.0970241	0.402451568	0.465727585
YDR489W	122.0348533	64.01125408	91.7754894	104.2005309	88.18772337	106.60305	121	105.7752939	NA	NA
YDR490C	249.2727431	362.3389336	318.9070079	456.4105125	490.6316991	522.5050901	622	780.0074898	0.010762391	6.26E-06
YDR491C	20	35.2355527	20	29.24927183	32.89542062	25.52467394	20	45.72222381	0.940054422	0.881090291
YDR492W	582.2670716	564.3561025	273.7883315	600.8287922	500.430335	568.2993581	720	540.4776307	0.688908422	0.879538174
YDR493W	61.96343329	73.99466068	81.00853254	143.19956	88.88762594	88.5856331	177	84.62023512	0.445438172	0.483238519
YDR494W	245.0157133	260.1558308	255.3306912	292.4927183	254.7645342	209.4524715	108	182.8888953	0.109259741	0.031515745
YDR495C	183.5252833	164.4325793	220.9789717	275.4306431	239.3666777	259.7510937	179	200.6318478	NA	NA
YDR496C	1581.72306	942.5510348	475.7969506	302.2424756	840.5829823	819.0417433	596	593.7064883	0.193676792	0.667141317
YDR497C	3109.996747	3432.530093	3055.252186	4082.1015	4737.640472	5914.217098	6154	6993.45298	0.011242436	5.68E-10
YDR498C	247.3807298	298.9149388	316.8561589	308.3360739	346.4517704	464.6992109	364	463.3640294	NA	NA
